C0021270,baby
C0577946,percussive tympany
C0180331,cap dental
C0238439,abscesses stomach
C2598142,number major wounds
C0011929,diagnosis service
C0451494,spare time activities questionnaire
C4046096,whole grain cereal
C0081420,aait
C0814586,children's skills
C3531738,adult onset stammering
C1451084,dub 3
C0325704,monia
C0399545,gap between front teeth
C1861058,toes space between first second
C3829853,haq01 help walking
C0330516,radish wild
C0940873,type peg
C4027215,scrub stat
C1667746,uraline
C1668677,matronoides
C2636920,arene
C3685672,pied harrier
C0927203,left nasalis
C2032367,pain left calf
C0557094,number siblings
C0805077,dispensed amount
C3697620,intake unsafe food
C0018027,gold alloys
C1418778,faar
C0033063,area praeoptica
C1947963,orange tips
C1279583,physiologically young age
C1553519,participation mode email
C0423107,eye meridian start point
C4727478,pten negative
C0325743,black rail
C1549519,no tray
C0325025,bear spectacled
C2048468,inability impregnate
C0042498,negative pressure ventilator
C3653107,prednisolone combinations
C3653650,iron combination with folic acid
C4706253,has unit presentation
C0493021,monitor pressure intrauterine
C5002557,dode virus
C1705010,150 225
C0380691,dipp his
C0870659,homeless mentally ill
C0654736,piquerol
C0678263,drug consumption
C0425322,alcohol consumption unknown
C3550988,rough tooth surface
C0566279,difficulty drinking
C3875336,advised abstain from alcohol consumption
C3686989,peracute
C0492626,press vein
C0574157,bej
C4245337,right hand plate
C0937882,goats rue
C0418428,assault with whip
C0203758,liver scan
C3821926,d3 vitamins binding
C0220874,maleate
C1418580,args
C1424945,alc
C0681563,water beverage
C1067120,white edge oriole
C4725321,herbal tea bag
C0222661,solid bone
C1634319,bladder dock
C0328458,deep water soapfish
C1523396,response deep water
C1662862,deep water rose shrimp
C4518818,arm positioned at side
C2856392,open bite hip
C0681868,uncontrolled study
C0473291,lovset maneuver
C1155266,inflammatory response
C0851148,lifetime drinking history
C0336895,leather shoes
C1324891,gtf s
C0426977,floppy posture
C1837388,unusual breathing patterns
C2752939,labyrinthine layer development
C0557199,receives own account statements
C0369761,organism count
C0227051,left upper first molar tooth
C4722594,straw package type
C0997157,brome
C4054488,thickness minimum
C0681565,decaffeinated coffee
C0563341,able open close mouth
C3828990,moderate pain or discomfort
C0679056,alcohol cue
C0327229,skink
C0327321,hoop snake
C5211085,brukinsa
C4526072,bebq02 baby loved milk
C4684714,missing data
C0815158,responsible alcohol service
C2361339,nursing management minimum data survey
C1523824,alcohol binding
C2985698,safety report
C3279089,restrictive ventilatory defect moderate
C0242126,thread worm
C1413353,bpiff
C0507195,right rhomboid major
C0329754,sablefish
C1689164,crockerinus
C3831093,clare county
C0699764,male limited alcoholism
C0297267,normiflo
C1948103,abuses over counter prescription medications
C0453774,grilled vegeburger
C3826330,food carbohydrate content
C1456536,foot health
C0866395,very young maternal age
C1565756,1400 w
C1444313,manage nutrition care
C0750899,lettuces sea
C4309518,chang run tong
C1839570,upper limbs may be affected
C3809116,prominent ventricles some patients
C2952487,left frontal pole
C3825207,hearing aids children
C0348296,late effects infectious disease
C4708605,lyell syndrome due infection
C4725199,twenty years or more
C4727451,mwr
C1548454,html
C2349939,deprecated
C2961765,bromday
C3944794,false nettle
C4322601,set ovaries
C4302778,dependent drinking
C0582637,inventory drinking situations
C1321105,life closure behavior
C0449683,site involvement
C4305583,willingness interpretation
C1218445,breweria
C0418859,education about alcohol consumption
C4086214,concern about your use marijuana
C2826364,radiation research program
C3853758,metabolic profile
C0425054,relative with terminal illness situation
C0009475,community mental health services
C3553827,ptosis about half patients
C0029917,outpatient commitment
C0420674,eye swab taken situation
C0424946,self help group support
C3899396,definitely not so much
C0576481,midline shift brain
C3473411,no zit sherlock
C0524745,giant bottle nosed whale
C0545400,replacing broken clasp
C0202305,alcohol testing urine
C0083259,losigame
C3255788,opadry clear
C1834412,yellow discoloration
C1523827,vacuolar storage
C0557978,insulin regime
C1947933,care activity
C0013202,residue drug
C0428209,leucine level
C1456689,drug abuse pregnancy
C0948192,infection primary
C2752834,tube closure
C0039536,teratogens
C4076228,history open head injury
C0591096,antabuse
C0011547,burden dependency
C0236935,other substance abuse
C0557889,regression through acting out finding
C1214194,red heart rot
C0426629,passing offensive flatus
C0557492,neighborhood care support
C0233470,restricted affect
C3815251,sheridan county
C3547239,ether breakdown
C2584397,consent given counseling
C3179504,incretin effects
C0226003,artery large
C0344186,frost nip
C0301245,disinfectant soap
C0530302,unicap
C0237289,skin other
C3659590,oppositin
C4505098,behavior risky health
C4524543,broker warehouse
C0521850,alcohol interaction with drug
C0432241,multiple dislocations with dysplasia
C1246122,estradiol tablets
C0028356,norethindrone
C0000975,acetate
C1968191,norethindrone acetate ethinyl estradiol kit
C0059782,ethyl vinyl acetate
C0059718,ethinyl estriol
C1547293,tobacco smoked
C1012343,tobacco witchweed
C4333404,molloy box
C4705857,gemst
C4047843,left breast implant situ
C0560900,able turn head
C1554139,state attribute
C0751865,alcohol abuse nervous system
C1646152,otolithes
C0031485,pku
C0447606,entire right part vulva
C0155866,pneumonia with anthrax
C0680586,alcohol licensing state
C0337682,former drug user
C0557436,requesting paternity leave
C0326185,dollar bird
C0679101,emotion as an aodc
C0168282,wg protein drosophila
C3825264,beheading
C0333121,cast protein
C3661841,counseling about physical activity
C0557457,about retire from job
C0038608,suburbanization
C0402553,roundsman
C0678156,ecstasy feeling
C0202306,breath alcohol test
C0322675,chicken head louse
C0600093,fitter metal
C0681570,nonalcoholic wine
C0681026,economic downturn
C4287839,limited planning activities advance
C2247884,response disaccharide
C4235307,response lectin
C1880315,difficult insert
C3531799,adult child alcoholic
C0023891,alcohol induced cirrhosis
C3342424,lacurbs
C0005337,bhang drug
C3549937,precocious puberty less common
C0038944,sur
C0680479,alcohol offense
C0497209,conjunctivitis infectious
C4039607,transportation home
C1092203,disinae
C0752073,tlv biological limit value
C0252020,e 1100
C0740986,anemia alcoholic
C0323856,order decapoda
C0150444,addiction care
C2347977,rose petal extract
C3687669,animal life circumstance
C1562853,mid heel line
C0420207,therapy admission status
C0524394,occasional drug abuser
C0559476,parent unemployed
C4540272,death within first years life
C1280739,entire penis
C1648755,paria
C0885250,dogwood
C0325547,common griffon
C2985371,spanx family member
C0329447,penpoint gunnel
C0572418,ether overdose
C0035021,fever recurrent
C0068254,otos
C0683081,hard cider
C0452788,cheese soy
C0578070,mild present pain
C0085123,cost drugs
C3539024,brief pain inventory questionnaire
C4284586,perinatal depression mother
C0453394,smooth mustard
C2335526,entire portion blood
C1439270,alad
C1897450,black antshrike
C0337416,barkan operation
C4313290,yellow hair color
C2089742,oozing skin lesion
C3831474,arrhythmia by ekg finding
C1650816,little bee eater
C4526075,bebq02 baby became distressed feeding
C0981926,allergenic extract mold
C3897274,tumor results method
C3230473,driminate oral product
C0041981,acid elevated uric
C3465380,pellet product
C3530238,managed care private
C3879773,floor mat single use
C1744583,knee bursa
C0257601,ans lactose
C0443736,allergen specific ige
C1138417,photobleaching
C0857056,blotchy rash
C1279813,assisting with eating drinking
C4690176,secondary palate development
C0036091,stone salivary gland
C0337644,assumption new identity finding
C0450363,3 dimensional
C1705052,2 dimensional
C1517454,gastric tissue
C0063409,immobiline
C0301941,induced autoimmune reaction
C3747230,kellymyia
C0817061,bones left hand
C0428214,no drug found urine
C3830104,drying flash
C4075351,entire muscle acting back
C0442307,segmental setting
C0426745,stools worm
C3242603,moderate reaction
C0453438,plain chocolate
C1744526,cryptosporidium
C4048375,asthma control test
C0264405,asthma without status asthmaticus
C4522265,transport start time
C3241939,white blood cell test
C0681577,pastry sweets
C0268972,fibrosis testis
C0422356,appointment made by letter
C0474177,psychosexual counselling
C0326816,social weaver
C3828503,postpartum uterine inversion
C1546925,requested information
C0233577,mimicry
C1321554,shell rot
C4288560,obstimp
C4304462,able recognize symbols
C0728776,enduron
C2347519,imperial pint
C0456274,hernias sliding
C0497977,equipment exercise
C4023766,total hyposmia
C0311131,tube feeding diet
C0184645,mental health promotion
C0029083,eye solution
C0434063,injury stomach
C1154962,photosynthetic acclimation
C0050789,neca
C0034124,disorder pupil
C5193128,nedneh
C1276978,entire suture line skin
C0454844,cheshire
C0270605,cheshire cat syndrome
C0950006,punna
C1144838,dressing two wounds
C3829099,mfis01 trouble finishing thinking tasks
C3898836,human type glycan
C1879301,patient health questionnaire
C1555680,patient co pay
C0558922,aircraft crash while landing
C0040404,zonography
C1554995,png image
C0237591,political elections
C0814655,theory change group
C1456594,older adult health
C3532219,government midwife
C4528292,decreased dentin
C0437672,examination painful ear
C1002714,tectaria
C5203099,stable disease blood
C0680019,family as an aodc
C0681352,financial assistance students
C0475336,uncertain behavior
C0681317,information organization
C0578829,demographic history
C0563331,moves jaw
C3697324,straightforward decision making
C1847498,uncommon disorder
C0262479,family history risk factors
C0971829,patientoside
C2756047,developmental induction
C0949313,determinism genetic
C0596840,limb movement
C3549688,duplication or deletion at 11p15.5
C0333679,germinal mosaicism
C2910371,other microdeletions
C5205795,east asian
C4542750,screening performed negative
C0685226,congenital hypoplasia nasal bone
C3821368,regulation action potential
C1269751,translocation down syndrome
C0120548,h 261
C4688607,1 4
C0445178,post receptor abnormality
C1288281,straight leg raising test
C0282282,palliative surgery
C0919720,fracture treatment
C0150283,newborn monitoring
C0034677,genes ras
C0730034,anti d screening negative
C0430425,antibodies detection
C0443356,acid base markers blood gases
C0010996,data display
C0333649,atrophy cystic
C0858717,muscle fibrosis atrophy
C1273875,values community
C4522223,ipss risk category low
C0503988,heart cavity
C0817975,thumb surface
C2985701,abnormal indicator
C1004207,amniota
C0460100,uncertain viability pregnancy
C0453086,fish can
C1299401,normality undetermined
C0269715,contracted pelvis
C1184297,pelvis proper
C3251814,measurement fluid intake
C0151491,congenital musculoskeletal anomaly
C0583799,referral from genetic counsellor
C0560472,difficulty rolling finding
C0231451,hyperextension finding
C0211337,pare gene product
C0085089,artifact
C0406284,syndrome baboon
C2985768,expected indicator
C0428018,semen fertility
C4014635,fibrosis over affected area
C0011456,denture complete immediate
C0575157,deformity spine
C0678931,genetic correlation analysis
C0411806,procedure wound collection
C2608293,mist nasal
C1254605,positive fungal culture results
C0678919,genetic heredity
C4684676,first patient treated identity
C0562368,vulnerability exploitation
C4704755,flexural strength
C0263070,boil perineum
C0559621,part umbilical skin
C2298539,thatch palm
C0828541,long bone surface
C0584688,low power laser therapy hand
C2662683,pengba
C3809436,cystic dysplasia
C3280470,benign condition
C2950743,knee part left leg
C4247425,lower part body left scapula
C2951648,left mrt
C0225788,left pleural fluid
C2954021,aal term
C1838613,severely shortened humeri
C4684702,last patient date time
C2952370,set all ribs
C4305499,gastric varices without bleeding
C0267582,stricture rectum
C0253990,nnc 12 0722
C5203060,pattern 4
C1232314,toad rush
C0325455,whale headed stork
C1301862,min 1
C2113911,expected delivery location
C1473769,arctic rush
C0201880,scan amniotic fluid
C0034149,purple membrane
C1295617,decreased oxytocin level
C0227489,posterior liver
C3206410,dimenhydrinate pill
C1608381,consent mode verbal
C1061035,ring bill gull
C3467993,gf 001001 00
C0426138,posterior brow position
C1013782,greenish warbler
C1517002,expected adverse event
C4227891,decreased height mild
C0556317,drinks alone
C2349735,cat scan heart
